created_at,text,source,geo
2016-12-21T00:58:01.000Z,"RT @Lakers: JC hits another one, giving him a season-high five 3-pointers!
🎯🎯🎯🎯🎯 https://t.co/BN0qX4t9DS",Twitter for Android,
2016-12-21T00:58:03.000Z,RT @Lakers: 450 of Kinston's finest made the four hour drive down to Charlotte to support their native son. #LakeShow https://t.co/PTJxQeKG…,Twitter for iPhone,
2016-12-21T00:58:02.000Z,"RT @SerenaWinters: Lakers officially announce @Shaq's statute to be unveiled on March 24th, 2017. https://t.co/Eu6rP0yx03",Twitter for iPhone,
2016-12-21T00:58:04.000Z,It really did. Losing dangelo And swaggy p def hurt chemistry  a bit https://t.co/2362a3Pyfi,Twitter for Android,
2016-12-21T00:58:04.000Z,"@S13Betting de ouf, dur à voir venir cette saison les Lakers",Twitter for iPhone,
2016-12-21T00:58:05.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/0qpk8ytlsR #NBA,IFTTT,
2016-12-21T00:58:03.000Z,RT @Lakers: #LakeShow https://t.co/CVtzP1zpcN,Twitter for iPhone,
2016-12-21T00:58:05.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:06.000Z,RT @mattargi: Shoutout to the Lakers for acknowledging that Shaq deserved a statue before Kobe. https://t.co/ROEG7mlxpc,Twitter for iPhone,
2016-12-21T00:58:06.000Z,Lakers to unveil massive Shaq statue on March 24 https://t.co/EPhhcSm6Tl #NBA #NEWS https://t.co/10b3DwCnoz,dlvr.it,
2016-12-21T00:58:07.000Z,https://t.co/E8ojEKVjBo Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN),IFTTT,
2016-12-21T00:58:07.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:08.000Z,The Lakers will honor Shaquille O’Neal with this gold-plated dunking statue https://t.co/kJMVaVYDtb,dlvr.it,
2016-12-21T00:58:08.000Z,#Lakers #Cards 1997-98 Skybox Premium Thunder Lightning #Kobe #Bryant Los Angeles Lakers https://t.co/ghAwpc5Tvj #Card #Bargains,dlvr.it,
2016-12-21T00:58:08.000Z,#Shaq 1999-00 Upper Deck MVP Silver Script Basketball #Card 75 Shaquille O'Neal Lakers https://t.co/3sna0e2zDN #ShaquilleONeal,dlvr.it,
2016-12-21T00:58:09.000Z,"RT @MarkG_Medina: After having off nights this season, Jordan Clarkson &amp; Luol Deng have progressed recently. Clarkson (15 pts) &amp; Deng (11)…",Twitter Web Client,
2016-12-21T00:58:09.000Z,lakersın bu yüzdeli oyununa karşı birazdan hornets de jordan girecek oyuna,Twitter Web Client,
2016-12-21T00:58:09.000Z,"RT @LosLakers: Lakers han metido 10 de sus primeros 13 triples esta noche, y ganan 53-39.",Twitter for Android,
2016-12-21T00:58:09.000Z,#KobeBryant #Cards Kobe Bryant 2001-02 UD Game Floor Los Angeles Lakers Piece of Game Used Floor https://t.co/AkRDxIe0bF #Kobe #Card #Deals,dlvr.it,
2016-12-21T00:58:10.000Z,RT @Lakers: Goin' to work #LakeShow https://t.co/EwFXaiYutX,Twitter for iPhone,
2016-12-21T00:58:10.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:10.000Z,RT @LegendaryLakers: Lakers will reveal a Shaq statue outside of Staples Center on March 24th 🔥 https://t.co/UL1sSxBTFV,Twitter for iPhone,
2016-12-21T00:58:10.000Z,@MightyProno laisse tombé lakers mettent une douille,Mobile Web (M5),
2016-12-21T00:58:11.000Z,#KobeBryant #NBA 2014-15 National Treasures Kobe's All Rookie Team Zach Lavine RC Patch AUTO /25 https://t.co/4VMShu6qrw #Kobe #Lakers,dlvr.it,
2016-12-21T00:58:11.000Z,"RT @LakersReporter: The 41 points the Lakers scored in the 1st were the most in any quarter by any opponent against Charlotte, the @NBA’s 6…",Twitter for iPad,
2016-12-21T00:58:11.000Z,RT @Lakers: 450 of Kinston's finest made the four hour drive down to Charlotte to support their native son. #LakeShow https://t.co/PTJxQeKG…,Twitter for iPhone,
2016-12-21T00:58:12.000Z,RT @NBA_Skits: The Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers… ,Twitter for iPhone,
2016-12-21T00:58:12.000Z,Also known as the Tom Chambers dunk in Lakers vs Celtics Sega Genesis game https://t.co/TNSxuCqUIF,Twitter for Android,
2016-12-21T00:58:12.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for iPhone,
2016-12-21T00:58:12.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/K0WSww1KQA,IFTTT,
2016-12-21T00:58:13.000Z,So weird watching the Lakers play and no Kobe..,Twitter for Android,
2016-12-21T00:58:13.000Z,RT @taniaganguli: Jordan Clarkson's first missed three came on his 6th attempt. As a team the Lakers are shooting 59 percent.,iOS,
2016-12-21T00:58:13.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:14.000Z,#Lakers  Lakers already up to 61 points with six minutes left till halftime. It's a 19-point lead for the purple and gold. #SportsRoadhouse,dlvr.it,
2016-12-21T00:58:14.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN),IFTTT,
2016-12-21T00:58:14.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/vQEmo1c4bD,IFTTT,
2016-12-21T00:58:14.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for Android,
2016-12-21T00:58:14.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/O35PudMoxs,IFTTT,
2016-12-21T00:58:15.000Z,@ChrisBarnewall Lakers-Impact Free Agency Signings This Century,Echofon,
2016-12-21T00:58:15.000Z,RT @Lakers: 3️⃣0️⃣ #LakeShow https://t.co/g6ZHiXMf7g,Twitter for iPhone,
2016-12-21T00:58:15.000Z,This would be impressive if they didn't also allow 35 points. https://t.co/9w3XLkKx2l,Twitter for Android,
2016-12-21T00:58:16.000Z,RT @LakersMX: @B_Ingram13 en acción! @NBAMEX #LakeShow   https://t.co/L9L5xABMyX,Twitter for iPhone,
2016-12-21T00:58:16.000Z,Let's go #Lakers #LakeShow 🏀💜💛🏀,Twitter for iPhone,
2016-12-21T00:58:17.000Z,Lakers to unveil massive Shaq statue on March 24 https://t.co/kaNWH3jdis,IFTTT,
2016-12-21T00:58:17.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/tsh6C3ChVz #So…,IFTTT,
2016-12-21T00:58:17.000Z,We're not gonna throw you a birthday every day stop asking https://t.co/ZFMyUZEbIY,TweetDeck,
2016-12-21T00:58:19.000Z,Nem sei se os Lakers vão ter um jogo de Natal...,Twitter for Windows,
2016-12-21T00:58:19.000Z,"RT @Lakers: JC hits another one, giving him a season-high five 3-pointers!
🎯🎯🎯🎯🎯 https://t.co/BN0qX4t9DS",Twitter for iPhone,
2016-12-21T00:58:20.000Z,"RT @Lakers: The red-hot Lakers' offense gets this one started with 41 points in the first quarter. 
🔥🔥🔥🔥🔥🔥🔥 https://t.co/oHrIaTDAq4",Twitter Web Client,
2016-12-21T00:58:20.000Z,RT @NBAenlinea: CLARKSON 5/5 en triples lleva 15Pts. Los Lakers con 10 triples y recien arranca el 2Q!!,Twitter for Android,
2016-12-21T00:58:20.000Z,"#WeLoveLA RT ""#Lakers  Lakers already up to 61 points with six minutes left till halftime. It's a 19-point lead for the…"" #SportsRoadhouse",dlvr.it,
2016-12-21T00:58:21.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:20.000Z,RT @_TanayahD: 😊 https://t.co/EujX1m2ud6,Twitter for iPhone,
2016-12-21T00:58:21.000Z,@ericdadourian Lakers already in Charlotte so why are they still traveling?,Twitter for iPhone,
2016-12-21T00:58:21.000Z,RT @CubsAreWSChamps: Lakers ballin,Twitter for Windows Phone,
2016-12-21T00:58:21.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/rLatdrlcMi,IFTTT,
2016-12-21T00:58:22.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/tNfHA9TIzM,IFTTT,
2016-12-21T00:58:23.000Z,"RT @MarkG_Medina: After having off nights this season, Jordan Clarkson &amp; Luol Deng have progressed recently. Clarkson (15 pts) &amp; Deng (11)…",Twitter for iPhone,
2016-12-21T00:58:23.000Z,"RT @Lakers: The kid from Kinston returns to North Carolina tonight!!

#LakeShow/Hornets at 4:00pm PT on @SpectrumSN https://t.co/KSkxatuSiS",Twitter for iPhone,
2016-12-21T00:58:23.000Z,"Hornets vs Lakers. All-star game scoring?

Simply ridiculous",Twitter for Android,
2016-12-21T00:58:24.000Z,No lead is safe for these Lakers.,Twitter for Android,
2016-12-21T00:58:23.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) It's… https://t.co/mPP15ghuRB,IFTTT,
2016-12-21T00:58:24.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN),IFTTT,
2016-12-21T00:58:24.000Z,RT @IamBeingSandy: Lakers offense 🔥🔥🔥,Twitter for iPhone,
2016-12-21T00:58:25.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/BBucgU3rva #La…,IFTTT,
2016-12-21T00:58:25.000Z,RT @Lakers: 🚨Got it! #LakeShow https://t.co/MivTtxvHb4,Twitter for Android,
2016-12-21T00:58:25.000Z,"RT @Lakers: Jordan Clarkson: Four shots. Four buckets. Four 3-pointers. 
👌👌👌👌 https://t.co/juvZo1Q6kY",Twitter for iPhone,
2016-12-21T00:58:26.000Z,"4) Be warned the #lakers are coming. #nba Not this year, but young and ready",Twitter Web Client,
2016-12-21T00:58:26.000Z,viendo Los Angeles Lakers vs Charlotte Hornets,Facebook,
2016-12-21T00:58:26.000Z,RT @ejmaroun: @ChrisBarnewall Lakers-Impact Free Agency Signings This Century,TweetDeck,
2016-12-21T00:58:27.000Z,RT @TJ_HatesBitches: Mind ya business https://t.co/8TmALYVABK,Twitter for iPhone,
2016-12-21T00:58:28.000Z,@JonesOnTheNBA I've been long convinced that Lakers only hired him to keep him from Clippers would like have ended in a parade IMO,Twitter for iPhone,
2016-12-21T00:58:28.000Z,"RT @Lakers: The red-hot Lakers' offense gets this one started with 41 points in the first quarter. 
🔥🔥🔥🔥🔥🔥🔥 https://t.co/oHrIaTDAq4",Twitter for iPhone,
2016-12-21T00:58:28.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for BlackBerry®,
2016-12-21T00:58:28.000Z,The Lakers have potential you know they should play like this all the time  #Lakers #LakeShow,Twitter for iPhone,
2016-12-21T00:58:29.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for iPhone,
2016-12-21T00:58:30.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for Android,
2016-12-21T00:58:30.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for Android,
2016-12-21T00:58:30.000Z,@hornets you should be embarrasssed losing to a horrible lakers team you fucking pathetic pieces of shit,Mobile Web (M2),
2016-12-21T00:58:31.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:32.000Z,@ismailentrk1 lakers varken :),Twitter for Android,
2016-12-21T00:58:32.000Z,RT @RayCaliPrince: Lakers drop 41 in first quarter let's go #lakeshow,Twitter for Android,
2016-12-21T00:58:32.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:33.000Z,"RT @Lakers: Jordan Clarkson: Four shots. Four buckets. Four 3-pointers. 
👌👌👌👌 https://t.co/juvZo1Q6kY",Twitter for iPhone,
2016-12-21T00:58:33.000Z,Lakers need to play like this on Xmas,Twitter for iPhone,
2016-12-21T00:58:33.000Z,RT @MikeSportsLA: Clarkson got something to prove 😳 #Lakers,Twitter for iPhone,
2016-12-21T00:58:33.000Z,"RT @Lakers: Jordan Clarkson: Four shots. Four buckets. Four 3-pointers. 
👌👌👌👌 https://t.co/juvZo1Q6kY",Twitter for iPhone,
2016-12-21T00:58:34.000Z,TIX https://t.co/KZgPr99F3R 2 Los Angeles Lakers vs Miami #Heat 12/22 #Tickets Center Court American… https://t.co/eEKdr7xSFG #Ticket #eBay,dlvr.it,
2016-12-21T00:58:35.000Z,RT @Lakers: B.I. running the show https://t.co/z0fdeGKc62,Twitter for iPhone,
2016-12-21T00:58:36.000Z,RT @LosLakers: Lakers sacan 19 puntos de ventaja producto de 18 asistencias en 24 canastas.,Twitter for Android,
2016-12-21T00:58:36.000Z,Lakers putting it on Charlotte,Twitter for iPhone,
2016-12-21T00:58:37.000Z,Back to back brain farts from the #Lakers,Twitter Web Client,
2016-12-21T00:58:38.000Z,"Definitivamente, a día de hoy, Clarkson es mi jugador favorito de Lakers #LakeShow",Twitter for iPhone,
2016-12-21T00:58:38.000Z,Lets go lakers,Twitter for iPhone,
2016-12-21T00:58:39.000Z,Mis lakers.,Twitter for Android,
2016-12-21T00:58:39.000Z,"RT @Lakers: JC hits another one, giving him a season-high five 3-pointers!
🎯🎯🎯🎯🎯 https://t.co/BN0qX4t9DS",Twitter for iPhone,
2016-12-21T00:58:39.000Z,"RT @LosLakers: Los Lakers le anotaron 41 puntos en 12 minutos a la sexta mejor defensa de la NBA, disparando 57.1% de cancha y 7/10 en trip…",Twitter for iPhone,
2016-12-21T00:58:39.000Z,RT @Strozan1: Lakers fans blame him @2Girls1Richard https://t.co/9ip7RIh9Sl,Twitter for iPhone,
2016-12-21T00:58:40.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for iPhone,
2016-12-21T00:58:40.000Z,RT @Lakergoat: This Lakers offense looks unstoppable against one of the best defensive teams in the league 🔥🔥,Twitter for iPhone,
2016-12-21T00:58:40.000Z,RT @NBA_Skits: The Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers… ,Twitter for iPhone,
2016-12-21T00:58:41.000Z,Lakers are on fire,Twitter for Android,
2016-12-21T00:58:41.000Z,Let's Goooo Lakers #younggunners,Twitter for Android,
2016-12-21T00:58:41.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:42.000Z,@steveoglen 😭😭😭😂😂😂 https://t.co/TBNEu0s58s,Twitter for iPhone,
2016-12-21T00:58:43.000Z,Love this 🙏🏽 https://t.co/r73ECWl3WW,Twitter for iPhone,
2016-12-21T00:58:44.000Z,the #Lakers might score 150 tonight,Twitter Web Client,
2016-12-21T00:58:44.000Z,#NBA PAU GASOL 2009-10 CROWN ROYALE ALL STARS RELIC GAME USED #Jersey 159/299 LAKERS https://t.co/sVKHV9zsKn… https://t.co/QeDgSd6SMF,dlvr.it,
2016-12-21T00:58:44.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for iPhone,
2016-12-21T00:58:45.000Z,@nat_crossdale lakers bench is better then the 6ers starting lineup,Twitter for iPhone,
2016-12-21T00:58:46.000Z,"RT @Lakers: The red-hot Lakers' offense gets this one started with 41 points in the first quarter. 
🔥🔥🔥🔥🔥🔥🔥 https://t.co/oHrIaTDAq4",Twitter for iPhone,
2016-12-21T00:58:46.000Z,"RT @Lakers: Jordan Clarkson: Four shots. Four buckets. Four 3-pointers. 
👌👌👌👌 https://t.co/juvZo1Q6kY",Twitter for iPhone,
2016-12-21T00:58:46.000Z,Meanwhile in Charlotte https://t.co/CwhJ9azjOV,Twitter for Android,
2016-12-21T00:58:48.000Z,RT @Lakers: Larry burries a triple to beat the first-quarter buzzer! #LakeShow (📺: @SpectrumSN &amp; @spectdeportes) https://t.co/oKNGw2PZJy,Twitter for iPhone,
2016-12-21T00:58:48.000Z,RT @LakersNation: Ingram with a great OREB and gorgeous pass to Nance…Lakers up 15 now,Twitter for Android,
2016-12-21T00:58:48.000Z,RT @LakersNation: Nance runs the break and finds Deng for the layup…16 point Lakers lead,Twitter for Android,
2016-12-21T00:58:48.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:50.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:51.000Z,RT @Lakers: B.I. running the show https://t.co/z0fdeGKc62,Twitter for Android,
2016-12-21T00:58:51.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for Android,
2016-12-21T00:58:52.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for iPhone,
2016-12-21T00:58:52.000Z,@Lakers don't go cold in the 3rd... Your Achilles.,Twitter for Android,
2016-12-21T00:58:53.000Z,"RT @Lakers: JC hits another one, giving him a season-high five 3-pointers!
🎯🎯🎯🎯🎯 https://t.co/BN0qX4t9DS",Twitter for Android,
2016-12-21T00:58:53.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/CSfaI5R8Cd,IFTTT,
2016-12-21T00:58:53.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:58:53.000Z,@Lakers Are they trying for 200 points! [fingers crossed],Twitter Web Client,
2016-12-21T00:58:54.000Z,Of course the Lakers play well when I'm not watching. Of course.,Twitter for iPhone,
2016-12-21T00:58:55.000Z,RT @Lakers: Larry burries a triple to beat the first-quarter buzzer! #LakeShow (📺: @SpectrumSN &amp; @spectdeportes) https://t.co/oKNGw2PZJy,Twitter for Android,
2016-12-21T00:58:55.000Z,"RT @Lakers: The red-hot Lakers' offense gets this one started with 41 points in the first quarter. 
🔥🔥🔥🔥🔥🔥🔥 https://t.co/oHrIaTDAq4",Twitter for iPhone,
2016-12-21T00:58:57.000Z,Lakers are up now!!! https://t.co/d87d39mSAG,Instagram,
2016-12-21T00:58:57.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Echofon,
2016-12-21T00:58:57.000Z,RT @ArashMarkazi: Kobe Bryant scored 62 points in 3 quarters against Dallas 11 years ago. Why Brian Shaw &amp; @JeanieBuss were mad after… ,Twitter for iPhone,
2016-12-21T00:58:57.000Z,RT @Lakers: 🚨Got it! #LakeShow https://t.co/MivTtxvHb4,Twitter for iPhone,
2016-12-21T00:58:57.000Z,Please don't go on a dry stretch @Lakers,Twitter for Android,
2016-12-21T00:58:57.000Z,Don't lose that lead in the 4th quarter now https://t.co/ckskPwpxQY,Twitter for Android,
2016-12-21T00:58:58.000Z,Lakers slicing up the Hornets D tonight. 61 points with six minutes left in the 2nd Q. #lakeshow https://t.co/feBE9JT8F3,Twitter for Android,
2016-12-21T00:58:59.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for Android,
2016-12-21T00:58:59.000Z,RT @Lakers: Larry burries a triple to beat the first-quarter buzzer! #LakeShow (📺: @SpectrumSN &amp; @spectdeportes) https://t.co/oKNGw2PZJy,TweetCaster for Android,
2016-12-21T00:58:59.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for Android,
2016-12-21T00:59:00.000Z,RT @Lakers: A ✋in the face doesn't bother Julius #LakeShow https://t.co/Yoormak4PN,Twitter for iPhone,
2016-12-21T00:59:01.000Z,RT @Lakers: Lou fades out to the right but still nails the bucket after contact #LakeShow (📺: @SpectrumSN &amp; @spectdeportes) https://t.co/Ai…,Twitter for iPhone,
2016-12-21T00:59:01.000Z,"RT @SerenaWinters: Lakers officially announce @Shaq's statute to be unveiled on March 24th, 2017. https://t.co/Eu6rP0yx03",Twitter for iPhone,
2016-12-21T00:59:02.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:59:02.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:59:03.000Z,RT @Lakers: JC and Lou Will with back-to-back triples! https://t.co/zpzzXJWfgx,Twitter for iPhone,
2016-12-21T00:59:04.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/FPlTHDglrL,IFTTT,
2016-12-21T00:59:04.000Z,Wooio weee https://t.co/ByfEPY1nHn,Twitter for Android,
2016-12-21T00:59:04.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/xmpIbEz3c0,IFTTT,
2016-12-21T00:59:06.000Z,https://t.co/Bm6wlwTVkL RT https://t.co/NI6i10wBM0,Botize,
2016-12-21T00:59:06.000Z,RT @damanr: Lakers offense rn https://t.co/pZbHAQATo6,Twitter for iPhone,
2016-12-21T00:59:07.000Z,"RT @Mike_Bresnahan: Shaq statue will be unveiled March 24 at Staples Center before Lakers-Minny game, Lakers President Jeanie Buss announce…",Twitter for Android,
2016-12-21T00:59:07.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/7xHDUJldbK,IFTTT,
2016-12-21T00:59:07.000Z,"RT @Lakers: Another #Swaggy3 for a seven-point lead! 

Uncle P is feeling it again after hitting eight 3s last game! https://t.co/LPwQQzs35K",Twitter for iPhone,
2016-12-21T00:59:07.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for iPhone,
2016-12-21T00:59:08.000Z,RT @reneeeeemags: 🔥🏀 https://t.co/pp3XY1oJeT,Twitter for iPhone,
2016-12-21T00:59:08.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:59:08.000Z,"RT @Lakers: The red-hot Lakers' offense gets this one started with 41 points in the first quarter. 
🔥🔥🔥🔥🔥🔥🔥 https://t.co/oHrIaTDAq4",Twitter for Android,
2016-12-21T00:59:09.000Z,"@MightyProno Charlotte prennent tellement chère 10/14 pannier a 3 points pour les Lakers, il vont pas continuer sur cette dynamique...",Twitter for Android,
2016-12-21T00:59:11.000Z,"Los Angeles Lakers küllerinden doğuyor 🔥

+12.5 dedik biz ama adamlar -12,5 yapıyor resmen.. #NBA 

👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽",Twitter for iPhone,
2016-12-21T00:59:12.000Z,Lakers to unveil massive Shaq statue on March 24 https://t.co/FeFKUXqTUp,IFTTT,
2016-12-21T00:59:13.000Z,Lakers announce details on 9-foot bronze statue of Shaquille O'Neal - via @ESPN App https://t.co/RyMSHkMyB3,Twitter for iPhone,
2016-12-21T00:59:13.000Z,"RT @Lakers: D3ng hits with a defender in his grill!

Lakers lead 14-10 early in the first.",Twitter for iPhone,
2016-12-21T00:59:16.000Z,RT @Lakers: A ✋in the face doesn't bother Julius #LakeShow https://t.co/Yoormak4PN,Twitter for iPhone,
2016-12-21T00:59:16.000Z,"RT @LAKERFANATICS: A ton of Lakers fans in the crowd. Half of whom are Ingram's family and friends that came from Kinston, NC to come watch…",Twitter for iPhone,
2016-12-21T00:59:16.000Z,All need is a jay to an lakers to win an its great day,Twitter for Android,
2016-12-21T00:59:16.000Z,RT @CubsAreWSChamps: Lakers ballin,Twitter for iPhone,
2016-12-21T00:59:17.000Z,RT @Lakers: B.I. running the show https://t.co/z0fdeGKc62,Twitter for iPhone,
2016-12-21T00:59:17.000Z,"RT @LakersReporter: The 41 points the Lakers scored in the 1st were the most in any quarter by any opponent against Charlotte, the @NBA’s 6…",Twitter for iPhone,
2016-12-21T00:59:18.000Z,"RT @Lakers: The red-hot Lakers' offense gets this one started with 41 points in the first quarter. 
🔥🔥🔥🔥🔥🔥🔥 https://t.co/oHrIaTDAq4",Twitter for iPhone,
2016-12-21T00:59:19.000Z,Lakers are on 🔥,Twitter for iPhone,
2016-12-21T00:59:19.000Z,"RT @LakersReporter: The 41 points the Lakers scored in the 1st were the most in any quarter by any opponent against Charlotte, the @NBA’s 6…",Twitter for iPhone,
2016-12-21T00:59:20.000Z,"RT @Lakers: Lakers already up to 61 points with six minutes left till halftime. 

It's a 19-point lead for the purple and gold.",Twitter for iPhone,
2016-12-21T00:59:20.000Z,RT @Bang4Three: 5 triples solo JC... Lakers on fire!!! https://t.co/fCkONhaNxH,Twitter for iPhone,
2016-12-21T00:59:21.000Z,RT @BaxterHolmes: Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers gam… ,Twitter for iPhone,
2016-12-21T00:59:21.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/mVbrBitRZP #Dr…,IFTTT,
2016-12-21T00:59:21.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/BUB46aGzzi,IFTTT,
2016-12-21T00:59:22.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/tPQeTqZIK3,IFTTT,
2016-12-21T00:59:23.000Z,Lakers Video: Larry Nance Jr. drains an open 3-pointer to beat the first-quarter buzzer vs. the Hornets (ESPN) https://t.co/KWUig38iH5,IFTTT,
2016-12-21T00:59:23.000Z,Mark your calendars Lakers fans. https://t.co/vZSFG0Ch47,Twitter for Android,
2016-12-21T00:59:23.000Z,let's go Lakers #LakeShow,Twitter for Android,
2016-12-21T00:59:23.000Z,RT @NBA_Skits: The Lakers announce that a statue of Shaq will be unveiled at Star Plaza outside Staples Center prior to the Lakers… ,Twitter for iPhone,
